Type,Description,Community,List Price,Sold Price,Taxes,Street Name,St#,Bedroom,BedPlus,Baths,Front,Parking Drive Spaces,Depth,Garage Type,Pool,Remarks For Brokers,Remarks For Clients,Extras,Basement1,Basement2
Detached,Bungalow,Bay Ridges,"$599,000","$730,000","$4,026",Krosno,880,3,1,2,50,4,102,Attached,None,"Please Include Attached Schedule ""B"", Certified Draft And Form 801 With All Offers. Offers Gladly Reviewed On Tuesday March 7th At 7Pm, Please Register By 4Pm. Buyer & Buyer's Agent To Verify All Measurements & Taxes. No Pre-Emptive Offers As Per Seller's Instructions.","Bring Your Family To This Beautiful All Brick, Detached 3 + 1, Bedroom Bungalow With A Finished Basement With An Oversized Rec. Room, Bedroom And Three Piece Bath. The Garage Is Heated & Insulated Built Under Permit& Has A Sep. Furnace. Close To Go/Hwy 401,Train,Mall,Schools,Lake Ontario.","Built In Alarm Sys,Gas Frplc,200 Amp Srvce,Frshly Pnted Thrght,Newer Windows,Newer Roof & Chimney, Refnshd Hrdwd Flrs,New Shed,Lrg Yrd. Drct Gas Line 2 Bbq. Wshr,Dryer,Frdg,Stove,Dw,All Elfs & Window Cvrngs. Excl: Dog Hs,Frz In Bsm",Finished,
Semi-Detach...,Bungalow,Bay Ridges,"$489,000","$627,000","$3,393",Krosno,866,3,1,2,35,2,100,None,None,"Offers Tues March 14th **Email Only**. Register By 5:00 And Submit No Later Than 7:00. No Pre-Emptive Offers. Please Include 801, Attached Clauses & Sched B To All Offers. Call/Text Sue At 416-562-5002 With Questions - You'll Get A Quick Response!! Pre-Home Inspection Available.","Cute As A Button! 3 Bedroom Bungalow With Hardwood Floors Upstairs, Updated Kitchen And Bathrooms. Sep Entrance To 1 Bedroom Basement In-Law Suite. Tons Of Storage Throughout! Many Recent Updates Including New Air Conditioning & Fence. Meticulously Maintained - Pride Of Ownership Shows!! Walk To Public School, Go & Close To Mall & 401 - A Must See!!","2 Fridges, 2 Stoves, Chest Freezer, Range Hood, All Drapes & Window Coverings, Elf's, Washer, Dryer, Garden Shed, Broadloom Where Laid. Hwt (R), Exclude: Basement Bathroom Mirror. No Survey",Finished,Sep Entrance
Att/Row/Twn...,3-Storey,Bay Ridges,"$589,500","$590,000","$4,444",St. Martins,1250,3,,4,16,2,80,Attached,None,"Please Use Offer Form 111, Sch. B & Form 801.Status Cert. Available. Excellent Tenant,Will Vacate For June 1 Or Stay If Buyer Interested.","Attention Savvy Investors... Beautiful & Spacious, Approximately 2240 Sq Ft Finished Area, San Francisco By The Bay Townhome With 9' Main Floor Ceilings & Walkout From Kitchen To Terrace. Family Room, 4 Baths Plus A Live/Work Space/Income Opportunity With Direct Street Entry.","Stainless Steel Fridge, Stove & B/I Dishwasher. Washer & Dryer. Laminate, Rental Central Air Handler & Hot Water Tank ($63/Mth+Hst). Low Maintenance Fee Of $122.09/Mth Includes Water & Street Snow Removal. Short Walk To Go & Mall.",Fin W/O,Sep Entrance
Att/Row/Twn...,2-Storey,Bay Ridges,"$499,900","$582,000","$3,137",St. Martins,1250,3,,3,16,2,73,Attached,None,"Offers Gratefully Considered Monday Jan 30th, Status Certificate Has Been Received - Please Contact L/A If You Need A Copy, Pls Use Offer Form 111 & Include Finance Pre-Qualification Letter + Min 5% Bank Draft/Cert'd Cheque Deposit. Please Register Offers By 4:00 Pm","Terrific 3 Bedroom 3 Bathroom Townhome In The Demand San Francisco By The Bay Development Features Brand New Laminate & Berber Flooring, Freshly Painted Throughout & Spotless. Pleasing Floor-Plan With 9 Foot Main Floor Ceilings, 5 Appliances And Walkout From Finished Lower Level To Premium South Facing Yard. Direct Garage Access. Easy Access To 401, & Walk To Go Train.","Fridge, Stove, Built-In Dishwasher, Washer & Dryer, Kitchen Window Coverings, Garage Heater, All Electric Light Fixtures, Low Common Element Fee Of $122.09 Incl. Water & Snow Removal. Rental: Cac, Air Handler & Hot Water Tank $60.00/Mo",Fin W/O,
Detached,Sidesplit 4,Bay Ridges,"$589,900","$640,000","$3,786",Zator,827,4,,2,52,4,97,None,None,Offers Will Be Reviewed By Sellers Feb 13th At 6 Pm At Our Ajax Office - 335 Bayly Street West. Please Register By 3 Pm. Please Certify Deposit Cheque & Include Attached Schedule 'B' & Form 801. No Survey. Bell Easement At Rear Of Property.,"Pristine, Peaceful And Pretty! Open Concept Layout With Sun Filled Rooms. Gorgeous Renovated Kitchen (2015) Features Loads Of Storage, Counter Space And Stainless Steel Appliances. Walk Out From Patio Doors To The Large Deck And Yard. 4 Bedrooms, 1 And 1/2 Baths - Main Bath (2013). Family Room And Unfinished Workshop In Lower Level. Close To Pickering Go, Town Centre, Kinsmen Park & Frenchman's Bay.","Stainless Steel Fridge, Stove, B/I Dishwasher, Washer, Dryer, All Elf's, Broadloom Where Laid, Furnace, Central Air, Shed In Backyard, All Blinds And Window Coverings. Exclude Drapes In 2 Rear Bedrooms. Hot Water Tank Rental.",Part Fin,
Detached,2-Storey,Brock Ridge,"$738,888","$890,000","$4,609",Annan Woods,2388,4,,3,40,4,100,Attached,None,"Pre-List Home Inspection Available Upon Request. Pre-Emptive Offer Received.Offer Date Changed To Mon, March 13th. 7Pm At The Property. Pls Register By 530 Pm. Incl Sched B And 801 With Offers. Certified Cheque/Bank Draft Requested With Offer. Thanks For Showing.","Tastefully And Exquisitely Renovated From Top To Bottom, This Large 4 Bedroom Home Boasts A Brand New Kitchen Equipped With Quartz Counters And Eat In Breakfast Area. Brand New Washrooms. New Engineered Hardwood Flooring Throughout The Main Level. Walkout From Basement And Main Level. Spacious Backyard With Large Patio Area And Gazebo, Perfect For Entertaining. Whole House Renovated With $$$ Spent On High End Finishes! Don't Miss This One!","Roof (2011), Furnace And A/C(2006) Incl: S/S Fridge, Dishwasher, Stove, Washer And Dryer, Fridge And Freezer In Basement, Central Vac, Gazebo In Backyard(Ground Faulted) And Gas Bbq",W/O,
Detached,2-Storey,Brock Ridge,"$729,000","$726,800","$4,605",Annan Woods,2394,4,,3,41,4,100,Attached,None,Lockbox For Easy Showings: Offers Anytime!!! No Hold Backs. Please Certify Deposit Cheque And Attach Form 801 To All Offers. Provide 24Hrs Irrevocable. *********Note Commission ***********.,"Be Proud To Call This Your Home! Beautifully Renovated 4 Bedroom, 3 Washroom Detached Home With W/O Basement Available In The Brock Ridge Community. Hardwood Floors Throughout The Main Level. Granite Counter Tops, Freshly Painted (2016), New Broadloom In Upstairs Bedroom (2016) Some Newer Window And The List Goes On. House Shows 10++++. Clean, Bright, Spacious, Newly Renovated Bathrooms. Won't Last Long!","New Appliances: Fridge, Stove, Washer, Dryer, All Window Coverings, And Electrical Light Fixtures. Location Is Key! Close To 401, 407, Transit, Schools, Short Walk To Mosque.",W/O,
Detached,2-Storey,Brock Ridge,"$692,500","$692,500","$5,100",Annan Woods,2396,4,2,5,40,4,100,Attached,None,"House Need Tlc, Excellent For Investment, Sept Entrance With 2 Bed, 2 Wash In Basement. Seller And Seller Agent Do Not Warrant Legality Of Basement, Buyers And Buyer Agent Must Do Their Own Due Deligence. All Offers/Feed Back Can Be Sent To Yama@1Oakreteam.Com","Selling The House, Appliances, Air Condition In As Is Condition. The House Is Tenanted Upper Floor And Lower Floor. Upper Floor Have 4 Bed And 2.5 Bath. Basement Sept Entrance 2 Bed. 1.5 Bath. The House Require Tlc","All Appliances In As Is Condition, Seller Is Not Sure If Ac Is Working, Seller Will Take Fridge In Basement With Him. (Not Included In Sell) The House Require Tlc",Apartment,Sep Entrance
Detached,2-Storey,Brock Ridge,"$775,000","$790,000","$6,280",Conacher,1733,4,,4,44,4,115,Attached,None,"Offer Presentation Mon. Jan 23rd. Fax Or Email Offers To Shiv@Bansalteam.Com. Please Include Schedule B, Form 801 And Survey Attached. Seller Will Review Pre-Emptive Offers. July Is Preferred Closing - But Sellers Are Flexible.","4 Bedroom, 4 Bath Detached Home In Exclusive Buckingham Gate. Approx 2100 Sq. Ft. Modern New Kitchen With Granite Counter, Open Concept And Hardwood Floors Thru-Out. Finished Basement With Walk-Out, Rec Rm, And 2 Pc. Bath. Excellent Neighbourhood. Walking Distance To St. Wilfred Catholic School And Easy Access To 401/407.","Fridge, Stove, D/W, Hood Fan, New Washer & Dryer, All Window Coverings, Elf's, Cold Rm, Central Air, Gar. Dr. Opener & Remote, Roof (3 Years), Alarm System, New Hwt (R)",Finished,W/O
Detached,2-Storey,Brock Ridge,"$660,000","$757,000","$4,913",Dellbrook,1600,4,,3,48,4,105,Attached,None,"Property Must Be On Mls For 8 Cal. Days Before Offers Can Be Submitted. Dep. Min 10% Herewith(Certified Upon Acceptance) Irrev. For 6 Full Business Days. Must Use Attach. Offer, Sched B, 801, & Offer Prep & Pres. Buyer Must Assume Rental Contracts Furn., A/C, & Hwt $154.35/Mnth.","What A Great Opportunity To Own An Executive Home In ""Brock Ridge"" Community!! With Some Tlc You Will Enjoy This Family Home. Large Main Floor, Spacious Upper Bedrooms, Master Boasts A Sitting Area, 4Pc Ensuite & W/I Closet. Enjoy The Extra Space In Your Finished Basement, Separate Room For Your Workouts, Workshop For Dad & Your Own Home Office. Don't Miss Out On This Fantastic Home!!","Property Being Sold ""As Is""",Finished,
Detached,2-Storey,Brock Ridge,"$589,900","$615,000","$3,444",Denby,2157,3,,3,25,2,100,Attached,None,Lockbox For Easy Showings. Please Attach Schedule B And 801 Form To All Offers. All Showings From 12 Pm To 8Pm.,"Sparkling Detached Family Home! 2 W/O's Overlooking Backyard, Fabulous Kitchen W/Ceramic Floor, B/I Desk Area & 3 Kitchen Appliances, Garage Door Opener, Washer & Dryer, Bright Finished Family Room In Basement With W/O & 3Pc Bath, Spacious Master Has Semi-Ensuite Access To Main Bath With Jacuzzi Tub & Porcelain Floor. Truly Move-In Condition, Walk To Mosques, Schools And All Major Amenities.","All Fixtures & Appliances Including Kitchen Fridge,Stove,Built-In Dishwasher,Basement Washer & Dryer,Private Double Drive Plus Single Garage,Fully Fenced Private Backyard W/Professional Landscaping Thru-Out. Rental Furnace, W/Heater,W/Softe",Fin W/O,
Detached,2-Storey,Brock Ridge,"$599,000","$605,000","$3,684",Denby,2141,3,,3,25,2,100,Attached,None,Certified Deposit Cheque With Offer. Lockbox Easy To Show.,"Beautiful Detached Renovated Home, 3 Bedrooms, 3 Washrooms. *Separate Entrance* To The Newly Renovated *Walkout* Basement. Close To Mall, School, Go Transit, Highway 401 And 407.","All Appliances Such As Fridge, Stove, Dishwasher, Microwave, Washer And Dryer Are Included.",Finished,W/O
Detached,2-Storey,Brock Ridge,"$599,000","$591,000","$3,500",Denby,2163,3,,3,27,2,100,Attached,None,"Note Property Is A Link House, Attach Schedule B And Form 801 With Offers.Offers Will Be Reviewed At 7 Pm, March 14 ( Tuesday ) At The Property,Please Register By 5 Pm.Attach Form 801 And Schedule B With The Offer","Excellent Location, Close To All Amenities, Steps To Public Transport, Schools, Shopping Mall, Highways. Ready To Move In With Good Layout, Eat-In Kitchen, Walkout Decks On Both Levels, 3 Decent Size Bedrooms On Second Floor, Walkout Finished Basement With Kitchen And Washroom.","Many Recent Upgrades That Include Driveway, Deck, Paint, Ceramic Floor In Kitchen And 2nd Floor Washroom In 2015. Main Floor Fridge And Stove In 2017. All Elf's, All Window Coverings, 2 Fridges, 2 Stoves, Washer, Dryer.",Fin W/O,Sep Entrance
Detached,2-Storey,Brock Ridge,"$789,000","$760,000","$4,494",Denvale,2362,3,1,3,90,6,50,Attached,None,"Attach Schb+Form 801 To Offers, Deposit Should Be Bank Draft. Buyer's Agent To Verify All Measurements. Offers Are Welcome Anytime. Please Register With The Office.","Look No Further!Beautiful Family Home In Desirable Pickering Location.Home On An Oversized Corner Lot With Extra Long Driveway That Fits Up To 9 Cars.Home Features Living,Dining & Family Room On Main Floor With Hardwood Floor And Fireplace.W/O From Eat-In Kitchen To Oversized Treed Backyard.3 Large Sized Upstairs Bdrms,Finished Cozy Bsmt.Home Has Updated Washrooms/Flooring/Roof/Kitchen/Garage Door/Windows.Close To All Amenities.","Fridge, Stove, Microwave Oven, Washers (2) And Dryer, All Window Coverings, All Electric Light Fixtures, Garage Door Opener, Shed In Backyard.",Finished,
Detached,2-Storey,Brock Ridge,"$850,000","$843,000","$5,103",Denvale,2388,4,2,4,47,4,100,Attached,None,Pls Attach Sch B&Form 801 With All Offers.Seller&Seller Agent Do Not Warrant Retrofit Status Of Bsmt. Pls Bring Cert. Deposit. Chq. And Mtge Approval With Offers As Per Seller.,Welcome To This Gorgeous Detached 4 Brm Home In Prime Pickering Location. Featuring 2 Bdrm Bsmt Apt With Sep. Entrance. Open Concept Living/Dining Area To Entertain Friends And Family. Master Retreat With His/Her Closet And Huge Newly Renovated Ensuite With Marble Top Vanity And Double Sinks. Freshly Painted Throughout. New Hardwood Floors (2008). Beautiful Landscape Yard With Garden.,"2 Fridges, 2 Stoves, Dishwasher, Washer/Dryer, Cac, Hwt (Rental), All Elf. All Windows Coverings. Close To Nature, Trails, Schools, Public Transit, 401, 407 And More!",Finished,Sep Entrance
Detached,2-Storey,Brock Ridge,"$599,900","$660,000","$4,045",Hollyhedge,1661,3,1,3,34,6,100,Attached,None,Offers Mon Jan 30 6:30Pm At Property - Reg By 4Pm By Submitting Form 801 W/Office. See & Attach Sch B To Offers & Existing Survey. Deposit Cheq M-U-S-T Accompany Offers! Draft/Cert Is Most Preferred. Emailing? Johncyrilkennedy@Gmail.Com. By No Later Than 4Pm!,Don't Miss This Great Family Home! Loads Of Upgrades! It Boasts An Ultra-Modern Ikea Kitchen('11) Incls: Jenn-Air Gas Cooktop;B/I Stacked Oven&Microwave;Dbl B/I Dwshrs;Direct & Indirect L'ghting;Usb Ports;Crwn Moulding:Ceramics;Glass B/S! Spacious Living&Dinng Areas W/Hardwood Flrs! Updated & Modern Baths; Enclosed Porch W/ Direct Access To Garage;Updated Windows ('06);Roof ('09);6-8 Car Prk'ng.,Jenn-Air Gas Cooktop W/Bbq&Exh Fan;B/I Oven&Microwave;Dbl B/I Dwshrs;Washr&Dryr;Bsmt Fridge;2 Murphy Beds;Elfs;3 C/Fans;Gb&E('04);Cac('15):Eac('10);Tankless Hwt(O);Humid;Cvac&E:Gdn Shed;Win.Covs&California Blinds;Hydro On Crt/Brkrs;Sec.Sys;,Finished,
Link,2-Storey,Brock Ridge,"$539,900","$647,000","$3,400",Major Oaks,1446,3,1,3,30,2,100,Attached,None,Nice Property. Easy To Showings Measurements And Taxes To Be Verified By Buyer/Buyer Agent. Offer Presentation Feb 6th 7Pm Reg By 5Pm.,Fantastic 3+1 Link (Only From Garage) Corner Home!! Shows Well With Neutral Decor. Large Eat In Kitchen. And Spacious Living And Dining Room. With Walk Out To Beautiful Backyard. Furnace And Air Condition (2016). Roof (2013. Updated Windows And Complete Water Sprinkler System And Filtration System. Close To All Amenities Schools Transit Shopping And Place Of Worship. Lovely Finished Bsmt With Rec Room And A Bedroom!,"Fridge, Stove, Dishwasher, Washer Dryer. All Electrical Light Fixtures And Window Coverings. Great Home Amazing Value And Very Convenient Location",Finished,
Detached,2-Storey,Brock Ridge,"$659,999","$653,000","$3,710",Mcbrady,1666,3,1,4,10,2,31,Built-In,None,"Pls. Attach Sch ""B"" And Remit Form 801 For Registration Or Copy Of Signed Offer Required To Frontdesk@Remaxcommunity.Ca. Buyer & Buyers Agent To Verify Property Taxes, Room Measurements & Lot Size. Please Allow 24 Hours Irrevocable With Offers. Note: **** 2.75% Commission *****","Welcome To 1666 Mcbrady Cres. This Fabulous 3 Brdm, 4 Washroom Detached Home Located In Brockridge Community Is Second To None. Newer Windows, Upgraded Roof (2013), New Furnace (2013), Hardwood Floors Throughout Main Level, 2nd Floor Family Room, Brand New Broadloom Upstairs (2017), And So Much More. House Shows Impeccably Well!. Clean, Bright, Spacious, Ready For You To Move-In.","Fridge, Stove, Washer, Dryer, All Window Coverings And Electrical Light Fixtures. Located Just Minutes To Hwy 401, 407, Walking Distance From Mosque, Schools, Parks & Shopping Amenities.",Finished,
Detached,2-Storey,Brock Ridge,"$799,000","$800,000","$4,824",Meriadoc,2300,4,,4,58,4,101,Attached,None,Seller Willing To Offer Up To 2.5% Pls Confirm W/Seller(Use Form 202).Coop Comm Paid By Seller.Appts & Offers Done Directly W/Seller.Call Seller Directly For Appts@905-428-3321. Seller Reserves Right To Sell Themselves.Cb To Send Accepted Aps&Waivers To Lb: Listing.On@Comfree.Com,"To See Many More Photos, Important Info Such As Rm Dimensions & A Full List Of Property Features Please Click On The ""Go To Listing"" Button On The Right Or The Multimedia Link Below If Using A Mobile App.Beautiful Detached Family Home With Large Backyard, Pond And Spacious Corner Lot.Brand New Hardwood Flooring, Fresh Paint Through Out The House And Newly Renovated Washrooms. Nearby Schools, Hospital, Medical Centre, Highway 401 & 407, Library.",,Finished,
Detached,2-Storey,Brock Ridge,"$639,000","$751,000","$4,178",Middleton,1641,3,,3,35,4,100,Attached,None,"Lockbox For Easy Entry, Home Inspection Available Please Contact Listing Agent For A Copy. Offer Will Be Gratefully Accepted Wednesday Feb 22nd, Please Register No Later Then 4Pm. All Offers To Be Given To Monique Mueller.","This One Sparkles! Detached 3 Bedroom 3 Bath Pickering Beauty! Large Open Concept Home With Impressive Upgrades. Professionally Landscaped W Private Fenced Yard, Newer Windows, Gas Fireplace, Interlock Walkway, Crown Molding & Hardwood . Stunning New Kitchen W Newer Appliances, Back Splash And California Shutters! Sep Family Room W Hardwood & Gas Fireplace! Master Features Walk In And Private Ensuite. Professional Enclosure W Garage Access.","Furnace All Interior Parts 2017, New Kitchen 2016,Pot Lights, Crystal Lighting Throughout, Lever Door Handles, S/S Accents,Double Car Garage With 4 Car Parking, Garage Door Opener, Fridge, Stove, D/W, Washer & Dryer, All Window Coverings,",Full,Unfinished
Detached,2-Storey,Brock Ridge,"$700,000","$765,000","$4,748",Strathmore,2394,4,2,4,40,4,100,Attached,None,Offer Presentation Mon Feb. 6 At 7:30 P.M. Fax Or Email Offers To Shiv@Bansalteam.Com. Please Include Schedule B And Form 801 Attached.,"4+2 Bedroom, 4 Bath Detached Family Home In A Desirable Area. Finished Basement Has 2 Large Bedrooms, 3 Piece Bath And Rec Room. Roof (8 Yrs), Furnace (5 Yrs), Mostly Newer Windows. Convenient Location With Easy Access To The 401, 407, Shopping And Walking Trails","Fridge, Stove, Dishwasher, Washer, Dryer, Metal Gazebo, Basement (Fridge, Freezer), Cold Room, Elf's, Window Coverings, Central Air, Hwt (R), Garage Dr. Opener & Remote.",Finished,
